checking_account,duration,credit_history,purpose,credit_amount,savings_account,employment_since,installment_rate,personal_status_sex,other_debtors,present_residence,property,age,other_installment_plans,housing,number_credits,job,people_liable,telephone,foreign_worker,risk,age_group,credit_amount_group,duration_group,credit_per_month,employment_stability,savings_status,credit_history_simple,age_to_credit_ratio,debt_burden,credit_to_duration_ratio,young_high_credit_flag,high_exposure_flag,critical_high_amount_flag,no_checking_high_credit_flag,checking_risk,history_risk,savings_risk,combined_account_risk,duration_history_interaction,amount_checking_interaction
A14,36,A30,A45,2613,A61,A73,4,A93,A101,2,A123,27,A143,A152,2,A173,1,A191,A201,1,25-35,Medium-High,25-36,72.58333333333333,1-4 years,little,no_credits,0.010332950631458095,653.25,72.58333333333333,0,0,0,0,0,0,3,3,0,0
A12,48,A32,A43,10961,A64,A74,1,A93,A102,2,A124,27,A141,A152,2,A173,1,A192,A201,0,25-35,High,37-48,228.35416666666666,4-7 years,rich,delayed_payments,0.0024632788979107745,10961.0,228.35416666666666,1,1,0,0,2,1,0,3,48,21922
A11,12,A32,A42,7865,A61,A75,4,A93,A101,4,A124,53,A143,A153,1,A174,1,A192,A201,0,45-55,High,0-12,655.4166666666666,7+ years,little,delayed_payments,0.00673871582962492,1966.25,655.4166666666666,0,0,0,0,3,1,3,7,12,23595
A14,9,A32,A43,1478,A61,A74,4,A93,A101,2,A123,22,A143,A152,1,A173,1,A191,A201,0,<25,Medium-Low,0-12,164.22222222222223,4-7 years,little,delayed_payments,0.014884979702300407,369.5,164.22222222222223,0,0,0,0,0,1,3,4,9,0
A11,24,A32,A42,3149,A61,A72,4,A93,A101,1,A124,22,A141,A153,1,A173,1,A191,A201,1,<25,Medium-High,13-24,131.20833333333334,<1 year,little,delayed_payments,0.006986344871387742,787.25,131.20833333333334,0,0,0,0,3,1,3,7,24,9447
A13,36,A32,A43,4210,A61,A73,4,A93,A101,2,A123,26,A143,A152,1,A173,1,A191,A201,0,25-35,High,25-36,116.94444444444444,1-4 years,little,delayed_payments,0.006175771971496437,1052.5,116.94444444444444,1,1,0,0,1,1,3,5,36,4210
A14,9,A32,A40,2507,A63,A75,2,A93,A101,4,A124,51,A143,A153,1,A172,1,A191,A201,1,45-55,Medium-High,0-12,278.55555555555554,7+ years,quite rich,delayed_payments,0.020343039489429598,1253.5,278.55555555555554,0,0,0,0,0,1,1,2,9,0
A14,12,A32,A43,2141,A62,A74,3,A93,A101,1,A124,35,A143,A152,1,A173,1,A191,A201,1,25-35,Medium-Low,0-12,178.41666666666666,4-7 years,moderate,delayed_payments,0.016347501167678656,713.6666666666666,178.41666666666666,0,0,0,0,0,1,2,3,12,0
A12,18,A32,A43,866,A61,A73,4,A94,A103,2,A121,25,A143,A152,1,A172,1,A191,A201,1,<25,Low,13-24,48.111111111111114,1-4 years,little,delayed_payments,0.028868360277136258,216.5,48.111111111111114,0,0,0,0,2,1,3,6,18,1732
A14,4,A34,A43,1544,A61,A74,2,A93,A101,1,A121,42,A143,A152,3,A172,2,A191,A201,1,35-45,Medium-Low,0-12,386.0,4-7 years,little,other_credits,0.027202072538860103,772.0,386.0,0,0,0,0,0,1,3,4,4,0
A11,24,A32,A43,1823,A61,A71,4,A93,A101,2,A123,30,A142,A152,1,A174,2,A191,A201,0,25-35,Medium-Low,13-24,75.95833333333333,unemployed,little,delayed_payments,0.016456390565002744,455.75,75.95833333333333,0,0,0,0,3,1,3,7,24,5469
A12,6,A32,A40,14555,A65,A71,1,A93,A101,2,A122,23,A143,A152,1,A171,1,A192,A201,0,<25,High,0-12,2425.8333333333335,unemployed,unknown,delayed_payments,0.0015802129852284439,14555.0,2425.8333333333335,1,0,0,0,2,1,2,5,6,29110
A12,21,A32,A49,2767,A62,A75,4,A91,A101,2,A123,61,A141,A151,2,A172,1,A191,A201,0,55-65,Medium-High,13-24,131.76190476190476,7+ years,moderate,delayed_payments,0.02204553668232743,691.75,131.76190476190476,0,0,0,0,2,1,2,5,21,5534
A14,12,A34,A43,1291,A61,A73,4,A92,A101,2,A122,35,A143,A152,2,A173,1,A191,A201,1,25-35,Low,0-12,107.58333333333333,1-4 years,little,other_credits,0.027110766847405113,322.75,107.58333333333333,0,0,0,0,0,1,3,4,12,0
A11,30,A32,A43,2522,A61,A75,1,A93,A103,3,A122,39,A143,A152,1,A173,2,A191,A201,1,35-45,Medium-High,25-36,84.06666666666666,7+ years,little,delayed_payments,0.015463917525773196,2522.0,84.06666666666666,0,0,0,0,3,1,3,7,30,7566
A11,24,A32,A40,915,A65,A75,4,A92,A101,2,A123,29,A141,A152,1,A173,1,A191,A201,0,25-35,Low,13-24,38.125,7+ years,unknown,delayed_payments,0.03169398907103825,228.75,38.125,0,0,0,0,3,1,2,6,24,2745
A14,6,A32,A43,1595,A61,A74,3,A93,A101,2,A122,51,A143,A152,1,A173,2,A191,A201,1,45-55,Medium-Low,0-12,265.8333333333333,4-7 years,little,delayed_payments,0.03197492163009404,531.6666666666666,265.8333333333333,0,0,0,0,0,1,3,4,6,0
A11,48,A30,A41,4605,A61,A75,3,A93,A101,4,A124,24,A143,A153,2,A173,2,A191,A201,0,<25,High,37-48,95.9375,7+ years,little,no_credits,0.005211726384364821,1535.0,95.9375,1,1,0,0,3,0,3,6,0,13815
A14,12,A34,A49,1185,A61,A73,3,A92,A101,2,A121,27,A143,A152,2,A173,1,A191,A201,1,25-35,Low,0-12,98.75,1-4 years,little,other_credits,0.02278481012658228,395.0,98.75,0,0,0,0,0,1,3,4,12,0
A14,12,A31,A48,3447,A63,A73,4,A92,A101,3,A121,35,A143,A152,1,A172,2,A191,A201,1,25-35,Medium-High,0-12,287.25,1-4 years,quite rich,good_credits,0.010153756890049319,861.75,287.25,0,0,0,0,0,0,1,1,0,0
A14,24,A32,A49,1258,A61,A74,4,A93,A101,1,A121,25,A143,A152,1,A173,1,A192,A201,1,<25,Low,13-24,52.416666666666664,4-7 years,little,delayed_payments,0.01987281399046105,314.5,52.416666666666664,0,0,0,0,0,1,3,4,24,0
A14,12,A34,A43,717,A61,A75,4,A93,A101,4,A121,52,A143,A152,3,A173,1,A191,A201,1,45-55,Low,0-12,59.75,7+ years,little,other_credits,0.07252440725244072,179.25,59.75,0,0,0,0,0,1,3,4,12,0
A14,6,A30,A40,1204,A62,A73,4,A93,A101,1,A124,35,A141,A151,1,A173,1,A191,A202,1,25-35,Low,0-12,200.66666666666666,1-4 years,moderate,no_credits,0.029069767441860465,301.0,200.66666666666666,0,0,0,0,0,0,2,2,0,0
A13,24,A32,A42,1925,A61,A73,2,A93,A101,2,A121,26,A143,A152,1,A173,1,A191,A201,1,25-35,Medium-Low,13-24,80.20833333333333,1-4 years,little,delayed_payments,0.013506493506493506,962.5,80.20833333333333,0,0,0,0,1,1,3,5,24,1925
A14,18,A32,A43,433,A61,A71,3,A92,A102,4,A121,22,A143,A151,1,A173,1,A191,A201,0,<25,Low,13-24,24.055555555555557,unemployed,little,delayed_payments,0.050808314087759814,144.33333333333334,24.055555555555557,0,0,0,0,0,1,3,4,18,0
A11,6,A34,A40,666,A64,A74,3,A92,A101,4,A121,39,A143,A152,2,A172,1,A192,A201,1,35-45,Low,0-12,111.0,4-7 years,rich,other_credits,0.05855855855855856,222.0,111.0,0,0,0,0,3,1,0,4,6,1998
A13,12,A32,A42,2251,A61,A73,1,A92,A101,2,A123,46,A143,A152,1,A172,1,A191,A201,1,45-55,Medium-Low,0-12,187.58333333333334,1-4 years,little,delayed_payments,0.020435362061306087,2251.0,187.58333333333334,0,0,0,0,1,1,3,5,12,2251
A12,30,A32,A40,2150,A61,A73,4,A92,A103,2,A124,24,A141,A152,1,A173,1,A191,A201,0,<25,Medium-Low,25-36,71.66666666666667,1-4 years,little,delayed_payments,0.011162790697674419,537.5,71.66666666666667,0,0,0,0,2,1,3,6,30,4300
A14,24,A33,A42,4151,A62,A73,2,A93,A101,3,A122,35,A143,A152,2,A173,1,A191,A201,1,25-35,High,13-24,172.95833333333334,1-4 years,moderate,critical_account,0.008431703204047217,2075.5,172.95833333333334,0,0,1,1,0,2,2,4,48,0
A12,9,A32,A42,2030,A65,A74,2,A93,A101,1,A123,24,A143,A152,1,A173,1,A192,A201,1,<25,Medium-Low,0-12,225.55555555555554,4-7 years,unknown,delayed_payments,0.011822660098522168,1015.0,225.55555555555554,0,0,0,0,2,1,2,5,9,4060
A12,60,A33,A43,7418,A65,A73,1,A93,A101,1,A121,27,A143,A152,1,A172,1,A191,A201,1,25-35,High,48+,123.63333333333334,1-4 years,unknown,critical_account,0.0036397950930169855,7418.0,123.63333333333334,1,1,1,0,2,2,2,6,120,14836
A14,24,A34,A43,2684,A61,A73,4,A93,A101,2,A121,35,A143,A152,2,A172,1,A191,A201,1,25-35,Medium-High,13-24,111.83333333333333,1-4 years,little,other_credits,0.013040238450074515,671.0,111.83333333333333,0,0,0,0,0,1,3,4,24,0
A11,12,A31,A43,2149,A61,A73,4,A91,A101,1,A124,29,A143,A153,1,A173,1,A191,A201,0,25-35,Medium-Low,0-12,179.08333333333334,1-4 years,little,good_credits,0.013494648673801768,537.25,179.08333333333334,0,0,0,0,3,0,3,6,0,6447
A14,15,A32,A41,3812,A62,A72,1,A92,A101,4,A123,23,A143,A152,1,A173,1,A192,A201,1,<25,Medium-High,13-24,254.13333333333333,<1 year,moderate,delayed_payments,0.006033578174186778,3812.0,254.13333333333333,0,0,0,0,0,1,2,3,15,0
A14,11,A34,A43,1154,A62,A71,4,A92,A101,4,A121,57,A143,A152,3,A172,1,A191,A201,1,55-65,Low,0-12,104.9090909090909,unemployed,moderate,other_credits,0.049393414211438474,288.5,104.9090909090909,0,0,0,0,0,1,2,3,11,0
A11,12,A32,A42,1657,A61,A73,2,A93,A101,2,A121,27,A143,A152,1,A173,1,A191,A201,1,25-35,Medium-Low,0-12,138.08333333333334,1-4 years,little,delayed_payments,0.016294508147254073,828.5,138.08333333333334,0,0,0,0,3,1,3,7,12,4971
A11,24,A32,A43,1603,A61,A75,4,A92,A101,4,A123,55,A143,A152,1,A173,1,A191,A201,1,45-55,Medium-Low,13-24,66.79166666666667,7+ years,little,delayed_payments,0.034310667498440424,400.75,66.79166666666667,0,0,0,0,3,1,3,7,24,4809
A11,18,A34,A40,5302,A61,A75,2,A93,A101,4,A124,36,A143,A153,3,A174,1,A192,A201,1,35-45,High,13-24,294.55555555555554,7+ years,little,other_credits,0.0067898906073179935,2651.0,294.55555555555554,0,0,0,0,3,1,3,7,18,15906
A14,12,A34,A46,2748,A61,A75,2,A92,A101,4,A124,57,A141,A153,3,A172,1,A191,A201,1,55-65,Medium-High,0-12,229.0,7+ years,little,other_credits,0.02074235807860262,1374.0,229.0,0,0,0,0,0,1,3,4,12,0
A14,10,A34,A40,1231,A61,A75,3,A93,A101,4,A121,32,A143,A152,2,A172,2,A191,A202,1,25-35,Low,0-12,123.1,7+ years,little,other_credits,0.025995125913891144,410.3333333333333,123.1,0,0,0,0,0,1,3,4,10,0
A12,15,A32,A43,802,A61,A75,4,A93,A101,3,A123,37,A143,A152,1,A173,2,A191,A201,0,35-45,Low,13-24,53.46666666666667,7+ years,little,delayed_payments,0.046134663341645885,200.5,53.46666666666667,0,0,0,0,2,1,3,6,15,1604
A14,36,A34,A49,6304,A65,A75,4,A93,A101,4,A121,36,A143,A152,2,A173,1,A191,A201,1,35-45,High,25-36,175.11111111111111,7+ years,unknown,other_credits,0.005710659898477157,1576.0,175.11111111111111,0,1,0,1,0,1,2,3,36,0
A14,24,A32,A43,1533,A61,A72,4,A92,A101,3,A123,38,A142,A152,1,A173,1,A192,A201,1,35-45,Medium-Low,13-24,63.875,<1 year,little,delayed_payments,0.024787997390737115,383.25,63.875,0,0,0,0,0,1,3,4,24,0
A11,14,A32,A40,8978,A61,A75,1,A91,A101,4,A122,45,A143,A152,1,A174,1,A192,A202,0,35-45,High,13-24,641.2857142857143,7+ years,little,delayed_payments,0.005012252171975941,8978.0,641.2857142857143,0,0,0,0,3,1,3,7,14,26934
A14,24,A32,A43,999,A65,A75,4,A93,A101,2,A123,25,A143,A152,2,A173,1,A191,A201,1,<25,Low,13-24,41.625,7+ years,unknown,delayed_payments,0.025025025025025027,249.75,41.625,0,0,0,0,0,1,2,3,24,0
A14,18,A32,A40,2662,A65,A74,4,A93,A101,3,A122,32,A143,A152,1,A173,1,A191,A202,1,25-35,Medium-High,13-24,147.88888888888889,4-7 years,unknown,delayed_payments,0.012021036814425245,665.5,147.88888888888889,0,0,0,0,0,1,2,3,18,0
A14,12,A34,A42,1402,A63,A74,3,A92,A101,4,A123,37,A143,A151,1,A173,1,A192,A201,1,35-45,Medium-Low,0-12,116.83333333333333,4-7 years,quite rich,other_credits,0.026390870185449358,467.3333333333333,116.83333333333333,0,0,0,0,0,1,1,2,12,0
A12,48,A31,A40,12169,A65,A71,4,A93,A102,4,A124,36,A143,A153,1,A174,1,A192,A201,1,35-45,High,37-48,253.52083333333334,unemployed,unknown,good_credits,0.00295833675733421,3042.25,253.52083333333334,0,1,0,0,2,0,2,4,0,24338
A12,48,A32,A43,3060,A61,A74,4,A93,A101,4,A121,28,A143,A152,2,A173,1,A191,A201,0,25-35,Medium-High,37-48,63.75,4-7 years,little,delayed_payments,0.009150326797385621,765.0,63.75,0,0,0,0,2,1,3,6,48,6120
A11,30,A32,A45,11998,A61,A72,1,A91,A101,1,A124,34,A143,A152,1,A172,1,A192,A201,0,25-35,High,25-36,399.93333333333334,<1 year,little,delayed_payments,0.0028338056342723785,11998.0,399.93333333333334,0,1,0,0,3,1,3,7,30,35994
A14,9,A32,A43,2697,A61,A73,1,A93,A101,2,A121,32,A143,A152,1,A173,2,A191,A201,1,25-35,Medium-High,0-12,299.6666666666667,1-4 years,little,delayed_payments,0.011865035224323322,2697.0,299.6666666666667,0,0,0,0,0,1,3,4,9,0
A14,18,A34,A43,2404,A61,A73,2,A92,A101,2,A123,26,A143,A152,2,A173,1,A191,A201,1,25-35,Medium-High,13-24,133.55555555555554,1-4 years,little,other_credits,0.010815307820299502,1202.0,133.55555555555554,0,0,0,0,0,1,3,4,18,0
A11,12,A32,A42,1262,A65,A75,2,A91,A101,4,A122,49,A143,A152,1,A172,1,A192,A201,1,45-55,Low,0-12,105.16666666666667,7+ years,unknown,delayed_payments,0.03882725832012678,631.0,105.16666666666667,0,0,0,0,3,1,2,6,12,3786
A14,6,A32,A42,4611,A61,A72,1,A92,A101,4,A122,32,A143,A152,1,A173,1,A191,A201,0,25-35,High,0-12,768.5,<1 year,little,delayed_payments,0.006939926263283452,4611.0,768.5,0,0,0,1,0,1,3,4,6,0
A14,24,A32,A43,1901,A62,A73,4,A93,A101,4,A123,29,A143,A151,1,A174,1,A192,A201,1,25-35,Medium-Low,13-24,79.20833333333333,1-4 years,moderate,delayed_payments,0.015255128879537085,475.25,79.20833333333333,0,0,0,0,0,1,2,3,24,0
A14,15,A34,A41,3368,A64,A75,3,A93,A101,4,A124,23,A143,A151,2,A173,1,A192,A201,1,<25,Medium-High,13-24,224.53333333333333,7+ years,rich,other_credits,0.006828978622327791,1122.6666666666667,224.53333333333333,0,0,0,0,0,1,0,1,15,0
A14,12,A32,A42,1574,A61,A73,4,A93,A101,2,A121,50,A143,A152,1,A173,1,A191,A201,1,45-55,Medium-Low,0-12,131.16666666666666,1-4 years,little,delayed_payments,0.03176620076238882,393.5,131.16666666666666,0,0,0,0,0,1,3,4,12,0
A13,18,A31,A43,1445,A65,A74,4,A93,A101,4,A123,49,A141,A152,1,A172,1,A191,A201,1,45-55,Medium-Low,13-24,80.27777777777777,4-7 years,unknown,good_credits,0.033910034602076124,361.25,80.27777777777777,0,0,0,0,1,0,2,3,0,1445
A14,15,A34,A42,1520,A65,A75,4,A93,A101,4,A122,63,A143,A152,1,A173,1,A191,A201,1,55-65,Medium-Low,13-24,101.33333333333333,7+ years,unknown,other_credits,0.04144736842105263,380.0,101.33333333333333,0,0,0,0,0,1,2,3,15,0
A12,24,A34,A40,3878,A62,A72,4,A91,A101,2,A123,37,A143,A152,1,A173,1,A192,A201,1,35-45,Medium-High,13-24,161.58333333333334,<1 year,moderate,other_credits,0.009541000515729758,969.5,161.58333333333334,0,0,0,0,2,1,2,5,24,7756
A11,47,A32,A40,10722,A61,A72,1,A92,A101,1,A121,35,A143,A152,1,A172,1,A192,A201,1,25-35,High,37-48,228.12765957446808,<1 year,little,delayed_payments,0.003264316358888267,10722.0,228.12765957446808,0,1,0,0,3,1,3,7,47,32166
A11,48,A32,A41,4788,A61,A74,4,A93,A101,3,A122,26,A143,A152,1,A173,2,A191,A201,1,25-35,High,37-48,99.75,4-7 years,little,delayed_payments,0.005430242272347535,1197.0,99.75,1,1,0,0,3,1,3,7,48,14364
A12,48,A33,A410,7582,A62,A71,2,A93,A101,4,A124,31,A143,A153,1,A174,1,A192,A201,1,25-35,High,37-48,157.95833333333334,unemployed,moderate,critical_account,0.0040886309680823,3791.0,157.95833333333334,0,1,1,0,2,2,2,6,96,15164
A12,12,A32,A43,1092,A61,A73,4,A92,A103,4,A121,49,A143,A152,2,A173,1,A192,A201,1,45-55,Low,0-12,91.0,1-4 years,little,delayed_payments,0.04487179487179487,273.0,91.0,0,0,0,0,2,1,3,6,12,2184
A11,24,A33,A43,1024,A61,A72,4,A94,A101,4,A121,48,A142,A152,1,A173,1,A191,A201,0,45-55,Low,13-24,42.666666666666664,<1 year,little,critical_account,0.046875,256.0,42.666666666666664,0,0,0,0,3,2,3,8,48,3072
A14,12,A32,A49,1076,A61,A73,2,A94,A101,2,A121,26,A143,A152,1,A173,1,A192,A202,1,25-35,Low,0-12,89.66666666666667,1-4 years,little,delayed_payments,0.024163568773234202,538.0,89.66666666666667,0,0,0,0,0,1,3,4,12,0
A12,36,A32,A41,9398,A61,A72,1,A94,A101,4,A123,28,A143,A151,1,A174,1,A192,A201,0,25-35,High,25-36,261.05555555555554,<1 year,little,delayed_payments,0.0029793573100659713,9398.0,261.05555555555554,1,1,0,0,2,1,3,6,36,18796
A11,24,A34,A41,6419,A61,A75,2,A92,A101,4,A124,44,A143,A153,2,A174,2,A192,A201,1,35-45,High,13-24,267.4583333333333,7+ years,little,other_credits,0.006854650257049385,3209.5,267.4583333333333,0,0,0,0,3,1,3,7,24,19257
A13,42,A34,A41,4796,A61,A75,4,A93,A101,4,A124,56,A143,A153,1,A173,1,A191,A201,1,55-65,High,37-48,114.19047619047619,7+ years,little,other_credits,0.011676396997497914,1199.0,114.19047619047619,0,1,0,0,1,1,3,5,42,4796
A14,48,A34,A49,7629,A65,A75,4,A91,A101,2,A123,46,A141,A152,2,A174,2,A191,A201,1,45-55,High,37-48,158.9375,7+ years,unknown,other_credits,0.006029623803906148,1907.25,158.9375,0,1,0,1,0,1,2,3,48,0
A12,48,A32,A42,9960,A61,A72,1,A92,A101,2,A123,26,A143,A152,1,A173,1,A192,A201,0,25-35,High,37-48,207.5,<1 year,little,delayed_payments,0.0026104417670682733,9960.0,207.5,1,1,0,0,2,1,3,6,48,19920
A14,12,A32,A41,4675,A65,A72,1,A92,A101,4,A123,20,A143,A151,1,A173,1,A191,A201,1,<25,High,0-12,389.5833333333333,<1 year,unknown,delayed_payments,0.0042780748663101605,4675.0,389.5833333333333,1,0,0,1,0,1,2,3,12,0
A14,10,A32,A40,1287,A65,A75,4,A93,A102,2,A122,45,A143,A152,1,A172,1,A191,A202,1,35-45,Low,0-12,128.7,7+ years,unknown,delayed_payments,0.03496503496503497,321.75,128.7,0,0,0,0,0,1,2,3,10,0
A14,18,A32,A42,2515,A61,A73,3,A93,A101,4,A121,43,A143,A152,1,A173,1,A192,A201,1,35-45,Medium-High,13-24,139.72222222222223,1-4 years,little,delayed_payments,0.01709741550695825,838.3333333333334,139.72222222222223,0,0,0,0,0,1,3,4,18,0
A12,21,A34,A42,2745,A64,A74,3,A93,A101,2,A123,32,A143,A152,2,A173,1,A192,A201,1,25-35,Medium-High,13-24,130.71428571428572,4-7 years,rich,other_credits,0.011657559198542805,915.0,130.71428571428572,0,0,0,0,2,1,0,3,21,5490
A14,6,A32,A40,672,A61,A71,1,A92,A101,4,A121,54,A143,A152,1,A171,1,A192,A201,1,45-55,Low,0-12,112.0,unemployed,little,delayed_payments,0.08035714285714286,672.0,112.0,0,0,0,0,0,1,3,4,6,0
A12,36,A30,A43,3804,A61,A73,4,A92,A101,1,A123,42,A143,A152,1,A173,1,A192,A201,0,35-45,Medium-High,25-36,105.66666666666667,1-4 years,little,no_credits,0.011041009463722398,951.0,105.66666666666667,0,0,0,0,2,0,3,5,0,7608
A13,24,A34,A40,1344,A65,A74,4,A93,A101,2,A121,37,A141,A152,2,A172,2,A191,A201,0,35-45,Low,13-24,56.0,4-7 years,unknown,other_credits,0.027529761904761904,336.0,56.0,0,0,0,0,1,1,2,4,24,1344
A11,10,A34,A40,1038,A61,A74,4,A93,A102,3,A122,49,A143,A152,2,A173,1,A192,A201,1,45-55,Low,0-12,103.8,4-7 years,little,other_credits,0.04720616570327553,259.5,103.8,0,0,0,0,3,1,3,7,10,3114
A14,48,A34,A40,10127,A63,A73,2,A93,A101,2,A124,44,A141,A153,1,A173,1,A191,A201,0,35-45,High,37-48,210.97916666666666,1-4 years,quite rich,other_credits,0.004344820776142984,5063.5,210.97916666666666,0,1,0,1,0,1,1,2,48,0
A14,6,A32,A42,1543,A64,A73,4,A91,A101,2,A121,33,A143,A152,1,A173,1,A191,A201,1,25-35,Medium-Low,0-12,257.1666666666667,1-4 years,rich,delayed_payments,0.02138690861957226,385.75,257.1666666666667,0,0,0,0,0,1,0,1,6,0
A14,30,A32,A41,4811,A65,A74,2,A92,A101,4,A122,24,A142,A151,1,A172,1,A191,A201,1,<25,High,25-36,160.36666666666667,4-7 years,unknown,delayed_payments,0.004988567865308668,2405.5,160.36666666666667,1,1,0,1,0,1,2,3,30,0
A11,12,A32,A43,727,A62,A72,4,A94,A101,3,A124,33,A143,A152,1,A172,1,A192,A201,0,25-35,Low,0-12,60.583333333333336,<1 year,moderate,delayed_payments,0.0453920220082531,181.75,60.583333333333336,0,0,0,0,3,1,2,6,12,2181
A12,8,A32,A42,1237,A61,A73,3,A92,A101,4,A121,24,A143,A152,1,A173,1,A191,A201,0,<25,Low,0-12,154.625,1-4 years,little,delayed_payments,0.019401778496362168,412.3333333333333,154.625,0,0,0,0,2,1,3,6,8,2474
A12,9,A32,A40,276,A61,A73,4,A94,A101,4,A121,22,A143,A151,1,A172,1,A191,A201,1,<25,Low,0-12,30.666666666666668,1-4 years,little,delayed_payments,0.07971014492753623,69.0,30.666666666666668,0,0,0,0,2,1,3,6,9,552
A12,48,A32,A410,5381,A65,A71,3,A93,A101,4,A124,40,A141,A153,1,A171,1,A192,A201,1,35-45,High,37-48,112.10416666666667,unemployed,unknown,delayed_payments,0.007433562534844824,1793.6666666666667,112.10416666666667,0,1,0,0,2,1,2,5,48,10762
A14,24,A32,A42,5511,A62,A73,4,A93,A101,1,A123,25,A142,A152,1,A173,1,A191,A201,1,<25,High,13-24,229.625,1-4 years,moderate,delayed_payments,0.004536381781890764,1377.75,229.625,1,0,0,1,0,1,2,3,24,0
A13,24,A32,A42,3749,A61,A72,2,A92,A101,4,A123,26,A143,A152,1,A173,1,A191,A201,1,25-35,Medium-High,13-24,156.20833333333334,<1 year,little,delayed_payments,0.006935182715390771,1874.5,156.20833333333334,0,0,0,0,1,1,3,5,24,3749
A12,12,A32,A40,685,A61,A74,2,A94,A101,3,A123,25,A141,A152,1,A172,1,A191,A201,0,<25,Low,0-12,57.083333333333336,4-7 years,little,delayed_payments,0.0364963503649635,342.5,57.083333333333336,0,0,0,0,2,1,3,6,12,1370
A13,4,A32,A40,1494,A65,A72,1,A93,A101,2,A121,29,A143,A152,1,A172,2,A191,A202,1,25-35,Medium-Low,0-12,373.5,<1 year,unknown,delayed_payments,0.019410977242302542,1494.0,373.5,0,0,0,0,1,1,2,4,4,1494
A11,36,A31,A42,2746,A61,A75,4,A93,A101,4,A123,31,A141,A152,1,A173,1,A191,A201,0,25-35,Medium-High,25-36,76.27777777777777,7+ years,little,good_credits,0.011289147851420248,686.5,76.27777777777777,0,0,0,0,3,0,3,6,0,8238
A11,12,A32,A42,708,A61,A73,2,A93,A103,3,A122,38,A143,A152,1,A172,2,A191,A201,1,35-45,Low,0-12,59.0,1-4 years,little,delayed_payments,0.05367231638418079,354.0,59.0,0,0,0,0,3,1,3,7,12,2124
A12,24,A32,A42,4351,A65,A73,1,A92,A101,4,A122,48,A143,A152,1,A172,1,A192,A201,1,45-55,High,13-24,181.29166666666666,1-4 years,unknown,delayed_payments,0.011031946678924385,4351.0,181.29166666666666,0,0,0,0,2,1,2,5,24,8702
A14,12,A34,A46,701,A61,A73,4,A93,A101,2,A123,32,A143,A152,2,A173,1,A191,A201,1,25-35,Low,0-12,58.416666666666664,1-4 years,little,other_credits,0.0456490727532097,175.25,58.416666666666664,0,0,0,0,0,1,3,4,12,0
A11,15,A33,A42,3643,A61,A75,1,A92,A101,4,A122,27,A143,A152,2,A172,1,A191,A201,1,25-35,Medium-High,13-24,242.86666666666667,7+ years,little,critical_account,0.007411474059840791,3643.0,242.86666666666667,0,0,1,0,3,2,3,8,30,10929
A12,30,A34,A40,4249,A61,A71,4,A94,A101,2,A123,28,A143,A152,2,A174,1,A191,A201,0,25-35,High,25-36,141.63333333333333,unemployed,little,other_credits,0.006589785831960461,1062.25,141.63333333333333,1,1,0,0,2,1,3,6,30,8498
A11,24,A32,A43,1938,A61,A72,4,A91,A101,3,A122,32,A143,A152,1,A173,1,A191,A201,0,25-35,Medium-Low,13-24,80.75,<1 year,little,delayed_payments,0.016511867905056758,484.5,80.75,0,0,0,0,3,1,3,7,24,5814
A11,24,A32,A41,2910,A61,A74,2,A93,A101,1,A124,34,A143,A153,1,A174,1,A192,A201,1,25-35,Medium-High,13-24,121.25,4-7 years,little,delayed_payments,0.01168384879725086,1455.0,121.25,0,0,0,0,3,1,3,7,24,8730
A11,18,A32,A42,2659,A64,A73,4,A93,A101,2,A123,28,A143,A152,1,A173,1,A191,A201,1,25-35,Medium-High,13-24,147.72222222222223,1-4 years,rich,delayed_payments,0.010530274539300489,664.75,147.72222222222223,0,0,0,0,3,1,0,4,18,7977
A14,18,A34,A40,1028,A61,A73,4,A92,A101,3,A121,36,A143,A152,2,A173,1,A191,A201,1,35-45,Low,13-24,57.111111111111114,1-4 years,little,other_credits,0.03501945525291829,257.0,57.111111111111114,0,0,0,0,0,1,3,4,18,0
A11,8,A34,A40,3398,A61,A74,1,A93,A101,4,A121,39,A143,A152,2,A172,1,A191,A202,1,35-45,Medium-High,0-12,424.75,4-7 years,little,other_credits,0.011477339611536198,3398.0,424.75,0,0,0,0,3,1,3,7,8,10194
A14,12,A34,A42,5801,A65,A75,2,A93,A101,4,A122,49,A143,A151,1,A173,1,A192,A201,1,45-55,High,0-12,483.4166666666667,7+ years,unknown,other_credits,0.008446819513876918,2900.5,483.4166666666667,0,0,0,1,0,1,2,3,12,0
A14,24,A32,A40,1525,A64,A74,4,A92,A101,3,A123,34,A143,A152,1,A173,2,A192,A201,1,25-35,Medium-Low,13-24,63.541666666666664,4-7 years,rich,delayed_payments,0.022295081967213116,381.25,63.541666666666664,0,0,0,0,0,1,0,1,24,0
A13,36,A32,A43,4473,A61,A75,4,A93,A101,2,A123,31,A143,A152,1,A173,1,A191,A201,1,25-35,High,25-36,124.25,7+ years,little,delayed_payments,0.0069304717192041135,1118.25,124.25,0,1,0,0,1,1,3,5,36,4473
A12,6,A32,A43,1068,A61,A75,4,A93,A101,4,A123,28,A143,A152,1,A173,2,A191,A201,1,25-35,Low,0-12,178.0,7+ years,little,delayed_payments,0.026217228464419477,267.0,178.0,0,0,0,0,2,1,3,6,6,2136
